Timestamp,DL_bitrate,UL_bitrate
"2023-01-01, 00:30:54",39,9.2
"2023-01-01, 00:30:57",17.9,6.2
"2023-01-01, 00:31:00",37.8,5.6
"2023-01-01, 00:31:03",24.6,15.8
"2023-01-01, 00:31:06",20.7,19.5
"2023-01-01, 00:31:09",16.2,5.7
"2023-01-01, 00:31:12",36.9,19.2
"2023-01-01, 00:31:15",36,10.3
"2023-01-01, 00:31:18",34.3,5.1
"2023-01-01, 00:31:21",42.8,8.9
"2023-01-01, 00:31:24",32.4,15.4
"2023-01-01, 00:31:27",45.1,5.2
"2023-01-01, 00:31:30",24.8,8.7
"2023-01-01, 00:31:33",20.7,17.6
"2023-01-01, 00:31:36",23.4,7.3
"2023-01-01, 00:31:39",20.8,9.4
"2023-01-01, 00:31:42",38.1,9.1
"2023-01-01, 00:31:45",35.9,19.4
"2023-01-01, 00:31:48",45.7,13.9
"2023-01-01, 00:31:51",34.5,12.2
"2023-01-01, 00:31:54",40.7,6.6
"2023-01-01, 00:31:57",16.9,19.7
"2023-01-01, 00:32:00",29.2,18.4
"2023-01-01, 00:32:03",16.9,9.6
"2023-01-01, 00:32:06",17.3,15.1
"2023-01-01, 00:32:09",19.9,12.7
"2023-01-01, 00:32:12",35.2,5.5
"2023-01-01, 00:32:15",18.8,17.3
"2023-01-01, 00:32:18",42.2,17.8
"2023-01-01, 00:32:21",32.1,18.5
"2023-01-01, 00:32:24",18.9,5.5
"2023-01-01, 00:32:27",15.3,7
"2023-01-01, 00:32:30",48.2,14.9
"2023-01-01, 00:32:33",47.5,6
"2023-01-01, 00:32:36",33.5,7
"2023-01-01, 00:32:39",19.8,14.4
"2023-01-01, 00:32:42",42.5,6.8
"2023-01-01, 00:32:45",35.8,19.4
"2023-01-01, 00:32:48",43.9,13.3
"2023-01-01, 00:32:51",25.1,11.9
"2023-01-01, 00:32:54",12.7,7.8
"2023-01-01, 00:32:57",44.9,14.7
"2023-01-01, 00:33:00",49.5,7.9
"2023-01-01, 00:33:03",37.1,6.3
"2023-01-01, 00:33:06",13.3,16.1
"2023-01-01, 00:33:09",40,18.1
"2023-01-01, 00:33:12",35.8,15.2
"2023-01-01, 00:33:15",46,5.6
"2023-01-01, 00:33:18",38.8,19.8
"2023-01-01, 00:33:21",10.2,6.2
"2023-01-01, 00:33:24",43.7,7.8
"2023-01-01, 00:33:27",41.5,13.9
"2023-01-01, 00:33:30",18.1,16.7
"2023-01-01, 00:33:33",48.1,9.8
"2023-01-01, 00:33:36",48.8,14.2
"2023-01-01, 00:33:39",34.4,16.6
"2023-01-01, 00:33:42",48.6,14.7
"2023-01-01, 00:33:45",36.5,11.8
"2023-01-01, 00:33:48",38.1,5.8
"2023-01-01, 00:33:51",40.3,5.2
"2023-01-01, 00:33:54",37.8,16.9
"2023-01-01, 00:33:57",24.2,12.1
"2023-01-01, 00:34:00",13.6,19
"2023-01-01, 00:34:03",28.1,17.6
"2023-01-01, 00:34:06",33.9,14
"2023-01-01, 00:34:09",32.8,14.9
"2023-01-01, 00:34:12",34.2,10.7
"2023-01-01, 00:34:15",30.3,17.8
"2023-01-01, 00:34:18",15.7,15.7
"2023-01-01, 00:34:21",12.9,5.8
"2023-01-01, 00:34:24",21,10.1
"2023-01-01, 00:34:27",23.8,18.3
"2023-01-01, 00:34:30",35.5,12
"2023-01-01, 00:34:33",32.9,9
"2023-01-01, 00:34:36",48.9,8.2
"2023-01-01, 00:34:39",31.8,8.5
"2023-01-01, 00:34:42",45.1,7.7
"2023-01-01, 00:34:45",18.3,19.5
"2023-01-01, 00:34:48",15.3,16.6
"2023-01-01, 00:34:51",25.7,15.1
"2023-01-01, 00:34:54",42.6,10.3
"2023-01-01, 00:34:57",48.1,5.5
"2023-01-01, 00:35:00",12.7,19.7
"2023-01-01, 00:35:03",19,9.6
"2023-01-01, 00:35:06",21.2,6.1
"2023-01-01, 00:35:09",22.9,14.7
"2023-01-01, 00:35:12",33.3,5.9
"2023-01-01, 00:35:15",33.3,17.7
"2023-01-01, 00:35:18",27.4,11.8
"2023-01-01, 00:35:21",10.2,5.5
"2023-01-01, 00:35:24",35.7,6.2
"2023-01-01, 00:35:27",25.2,18.4
"2023-01-01, 00:35:30",44.7,14.3
"2023-01-01, 00:35:33",13.1,8.4
"2023-01-01, 00:35:36",19.5,12.3
"2023-01-01, 00:35:39",39.4,8.2
"2023-01-01, 00:35:42",34.5,15.8
"2023-01-01, 00:35:45",39.4,15.1
"2023-01-01, 00:35:48",25,16.3
"2023-01-01, 00:35:51",27.7,8.6
"2023-01-01, 00:35:54",42.7,15.4
"2023-01-01, 00:35:57",34.5,9.9
"2023-01-01, 00:36:00",31.5,6.8
"2023-01-01, 00:36:03",43.5,7.7
"2023-01-01, 00:36:06",43.1,15.9
"2023-01-01, 00:36:09",38,15.4
"2023-01-01, 00:36:12",41.7,18.4
"2023-01-01, 00:36:15",19.2,11.4
"2023-01-01, 00:36:18",22.7,11.9
"2023-01-01, 00:36:21",20.3,10.6
"2023-01-01, 00:36:24",24.9,5.7
"2023-01-01, 00:36:27",26.5,12.6
"2023-01-01, 00:36:30",37.1,17.8
"2023-01-01, 00:36:33",32.5,19.7
"2023-01-01, 00:36:36",39.7,19
"2023-01-01, 00:36:39",42.6,16.2
"2023-01-01, 00:36:42",33.5,14.1
"2023-01-01, 00:36:45",38.3,5.3
"2023-01-01, 00:36:48",34.9,16.1
"2023-01-01, 00:36:51",35.8,13.1
"2023-01-01, 00:36:54",40.8,13.6
"2023-01-01, 00:36:57",49.4,16.5
"2023-01-01, 00:37:00",33.5,16.8
"2023-01-01, 00:37:03",31.8,16.5
"2023-01-01, 00:37:06",43.2,13.6
"2023-01-01, 00:37:09",10.5,8.4
"2023-01-01, 00:37:12",37.1,14.5
"2023-01-01, 00:37:15",31.2,8.7
"2023-01-01, 00:37:18",24.3,10.2
"2023-01-01, 00:37:21",41.6,15.6
"2023-01-01, 00:37:24",28.1,15.4
"2023-01-01, 00:37:27",49.1,5.7
"2023-01-01, 00:37:30",16.8,17.4
"2023-01-01, 00:37:33",27.4,12.2
"2023-01-01, 00:37:36",31,14.1
"2023-01-01, 00:37:39",27.1,13.5
"2023-01-01, 00:37:42",34.1,16.3
"2023-01-01, 00:37:45",25,12.2
"2023-01-01, 00:37:48",47.3,7.2
"2023-01-01, 00:37:51",30.6,19.4
"2023-01-01, 00:37:54",23.1,17.9
"2023-01-01, 00:37:57",50,8.1
"2023-01-01, 00:38:00",32.3,13.3
"2023-01-01, 00:38:03",30.1,6.8
"2023-01-01, 00:38:06",38,16.8
"2023-01-01, 00:38:09",13.2,11.3
"2023-01-01, 00:38:12",30.5,6.4
"2023-01-01, 00:38:15",15.3,5.9
"2023-01-01, 00:38:18",13,16.1
"2023-01-01, 00:38:21",22.6,6.2
"2023-01-01, 00:38:24",20.7,17
"2023-01-01, 00:38:27",39.4,9.1
"2023-01-01, 00:38:30",23,17.5
"2023-01-01, 00:38:33",44.5,6.1
"2023-01-01, 00:38:36",16.3,12.8
"2023-01-01, 00:38:39",21.9,10.7
"2023-01-01, 00:38:42",18,16.1
"2023-01-01, 00:38:45",41.3,6.3
"2023-01-01, 00:38:48",15.2,8.2
"2023-01-01, 00:38:51",44.5,14.7
"2023-01-01, 00:38:54",40.1,11.5
"2023-01-01, 00:38:57",22.1,17.9
"2023-01-01, 00:39:00",45.3,11.9
"2023-01-01, 00:39:03",31.3,9
"2023-01-01, 00:39:06",25.6,8
"2023-01-01, 00:39:09",29.2,11.8
"2023-01-01, 00:39:12",33.7,12.1
"2023-01-01, 00:39:15",45.2,11.5
"2023-01-01, 00:39:18",39.1,16.2
"2023-01-01, 00:39:21",13.5,10.2
"2023-01-01, 00:39:24",42.6,8.5
"2023-01-01, 00:39:27",42.4,18.6
"2023-01-01, 00:39:30",41.1,15.1
"2023-01-01, 00:39:33",34.4,12.8
"2023-01-01, 00:39:36",27.5,14.9
"2023-01-01, 00:39:39",25.4,7.4
"2023-01-01, 00:39:42",15.4,9.2
"2023-01-01, 00:39:45",37.9,11.2
"2023-01-01, 00:39:48",29.6,13.9
"2023-01-01, 00:39:51",13.1,19.9
"2023-01-01, 00:39:54",33,15.2
"2023-01-01, 00:39:57",44.3,6
"2023-01-01, 00:40:00",27,19.2
"2023-01-01, 00:40:03",48.8,13.7
"2023-01-01, 00:40:06",22.9,8.4
"2023-01-01, 00:40:09",11.8,6.6
"2023-01-01, 00:40:12",35.9,12.1
"2023-01-01, 00:40:15",45.4,5.9
"2023-01-01, 00:40:18",37.2,10.4
"2023-01-01, 00:40:21",41.6,10.9
"2023-01-01, 00:40:24",29.2,6.2
"2023-01-01, 00:40:27",45.6,7.5
"2023-01-01, 00:40:30",26.5,17
"2023-01-01, 00:40:33",31.7,13.4
"2023-01-01, 00:40:36",44.4,14.5
"2023-01-01, 00:40:39",19.6,5.8
"2023-01-01, 00:40:42",12,10.7
"2023-01-01, 00:40:45",39.4,14.8
"2023-01-01, 00:40:48",46,6.9
"2023-01-01, 00:40:51",37.7,14.1
"2023-01-01, 00:40:54",33.2,11.5
"2023-01-01, 00:40:57",46.7,18.5
"2023-01-01, 00:41:00",49.5,9.1
"2023-01-01, 00:41:03",22.1,7.4
"2023-01-01, 00:41:06",41.7,18.8
"2023-01-01, 00:41:09",44.3,15.6
"2023-01-01, 00:41:12",39.3,7.9
"2023-01-01, 00:41:15",39,9.4
"2023-01-01, 00:41:18",44.8,18.7
"2023-01-01, 00:41:21",13.6,9.2
"2023-01-01, 00:41:24",19.4,8.8
"2023-01-01, 00:41:27",14.8,10.6
"2023-01-01, 00:41:30",34.1,18.4
"2023-01-01, 00:41:33",49.5,7.3
"2023-01-01, 00:41:36",45.1,16.7
"2023-01-01, 00:41:39",36.3,15.6
"2023-01-01, 00:41:42",16.4,11.5
"2023-01-01, 00:41:45",28,11.1
"2023-01-01, 00:41:48",49.8,13.6
"2023-01-01, 00:41:51",12.6,7
"2023-01-01, 00:41:54",46.1,7.6
"2023-01-01, 00:41:57",26.1,14.5
"2023-01-01, 00:42:00",30.1,7.5
"2023-01-01, 00:42:03",47.7,15.7
"2023-01-01, 00:42:06",22,16.1
"2023-01-01, 00:42:09",14.3,8.3
"2023-01-01, 00:42:12",39.8,13.8
"2023-01-01, 00:42:15",45.4,14.8
"2023-01-01, 00:42:18",33.7,11.8
"2023-01-01, 00:42:21",32.1,6
"2023-01-01, 00:42:24",38.3,13.9
"2023-01-01, 00:42:27",27.5,14.5
"2023-01-01, 00:42:30",46,6.4
"2023-01-01, 00:42:33",27.7,18.6
"2023-01-01, 00:42:36",44.3,16.2
"2023-01-01, 00:42:39",43.6,11.1
"2023-01-01, 00:42:42",44.9,14.4
"2023-01-01, 00:42:45",15.7,7.2
"2023-01-01, 00:42:48",42.2,14.8
"2023-01-01, 00:42:51",46.2,11.1
"2023-01-01, 00:42:54",27,9.9
"2023-01-01, 00:42:57",23.6,15.4
"2023-01-01, 00:43:00",29.6,8.2
"2023-01-01, 00:43:03",24.9,8.8
"2023-01-01, 00:43:06",39.5,5.4
"2023-01-01, 00:43:09",17,15.7
"2023-01-01, 00:43:12",39.8,7.9
"2023-01-01, 00:43:15",27.9,19.1
"2023-01-01, 00:43:18",49.7,17.2
"2023-01-01, 00:43:21",40.7,18.8
"2023-01-01, 00:43:24",39.2,13.3
"2023-01-01, 00:43:27",21.4,10.5
"2023-01-01, 00:43:30",35,8.3
"2023-01-01, 00:43:33",23.2,5.5
"2023-01-01, 00:43:36",11.9,13.7
"2023-01-01, 00:43:39",38.2,8.2
"2023-01-01, 00:43:42",43.7,5.9
"2023-01-01, 00:43:45",48.1,12.2
"2023-01-01, 00:43:48",11.3,13.2
"2023-01-01, 00:43:51",33,10.8
"2023-01-01, 00:43:54",45.5,19.2
"2023-01-01, 00:43:57",15.2,7.7
"2023-01-01, 00:44:00",39.5,9.9
"2023-01-01, 00:44:03",12.3,18.1
"2023-01-01, 00:44:06",23.8,19.9
"2023-01-01, 00:44:09",38.2,5.5
"2023-01-01, 00:44:12",32.6,6.6
"2023-01-01, 00:44:15",23.1,11.1
"2023-01-01, 00:44:18",46.5,13.2
"2023-01-01, 00:44:21",28.5,17.1
"2023-01-01, 00:44:24",46.9,5.9
"2023-01-01, 00:44:27",49.9,14.7
"2023-01-01, 00:44:30",40.2,17.6
"2023-01-01, 00:44:33",22.9,12.1
"2023-01-01, 00:44:36",16.2,8.9
"2023-01-01, 00:44:39",18.4,8.4
"2023-01-01, 00:44:42",36.1,16.6
"2023-01-01, 00:44:45",11.2,5.7
"2023-01-01, 00:44:48",36.1,7.2
"2023-01-01, 00:44:51",29.4,6.5
"2023-01-01, 00:44:54",16,13.7
"2023-01-01, 00:44:57",29.7,13.5
"2023-01-01, 00:45:00",21,8.2
"2023-01-01, 00:45:03",25.9,19.5
"2023-01-01, 00:45:06",20.7,10.2
"2023-01-01, 00:45:09",39.2,14.2
"2023-01-01, 00:45:12",41,6.6
"2023-01-01, 00:45:15",48.6,12.4
"2023-01-01, 00:45:18",41.4,17.5
"2023-01-01, 00:45:21",41.4,10.5
"2023-01-01, 00:45:24",28.2,18.7
"2023-01-01, 00:45:27",22.7,8.7
"2023-01-01, 00:45:30",28.1,13.6
"2023-01-01, 00:45:33",14.2,17.4
"2023-01-01, 00:45:36",33,13.5
"2023-01-01, 00:45:39",10.8,12.4
"2023-01-01, 00:45:42",35.2,7.9
"2023-01-01, 00:45:45",13.2,15.5
"2023-01-01, 00:45:48",20.4,19.2
"2023-01-01, 00:45:51",15.7,9.4
"2023-01-01, 00:45:54",20.2,9.2
"2023-01-01, 00:45:57",21.5,17.4
"2023-01-01, 00:46:00",27.3,19
"2023-01-01, 00:46:03",42.1,18.1
"2023-01-01, 00:46:06",46.4,7.4
"2023-01-01, 00:46:09",15.8,8.3
"2023-01-01, 00:46:12",23.6,8.4
"2023-01-01, 00:46:15",23.2,6.9
"2023-01-01, 00:46:18",23.2,13.6
"2023-01-01, 00:46:21",15.4,16.5
"2023-01-01, 00:46:24",40,10.4
"2023-01-01, 00:46:27",31.5,9.1
"2023-01-01, 00:46:30",12.6,8.8
"2023-01-01, 00:46:33",38.7,18.3
"2023-01-01, 00:46:36",48.5,8.6
"2023-01-01, 00:46:39",40.5,11.2
"2023-01-01, 00:46:42",44.1,9.2
"2023-01-01, 00:46:45",21.6,19.1
"2023-01-01, 00:46:48",24.4,15.2
"2023-01-01, 00:46:51",18,10
"2023-01-01, 00:46:54",32.5,6.9
"2023-01-01, 00:46:57",36.4,11.5
"2023-01-01, 00:47:00",39.7,19.5
"2023-01-01, 00:47:03",39.6,12.4
"2023-01-01, 00:47:06",16.5,17.3
"2023-01-01, 00:47:09",30.4,6
"2023-01-01, 00:47:12",22.3,18.9
"2023-01-01, 00:47:15",18.2,19.3
"2023-01-01, 00:47:18",47,14.7
"2023-01-01, 00:47:21",20.1,19.2
"2023-01-01, 00:47:24",41.9,17.4
"2023-01-01, 00:47:27",11.4,15.7
"2023-01-01, 00:47:30",31.8,13.8
"2023-01-01, 00:47:33",38.2,9.2
"2023-01-01, 00:47:36",47.3,8
"2023-01-01, 00:47:39",26,7.6
"2023-01-01, 00:47:42",38.7,9.2
"2023-01-01, 00:47:45",11.4,7.5
"2023-01-01, 00:47:48",28.5,10.3
"2023-01-01, 00:47:51",25.2,14
"2023-01-01, 00:47:54",30.7,11
"2023-01-01, 00:47:57",43.6,6.7
"2023-01-01, 00:48:00",39,5.2
"2023-01-01, 00:48:03",30.1,19
"2023-01-01, 00:48:06",18.1,17
"2023-01-01, 00:48:09",22.9,15.3
"2023-01-01, 00:48:12",38.3,10.6
"2023-01-01, 00:48:15",43.4,5
"2023-01-01, 00:48:18",31.2,13.3
"2023-01-01, 00:48:21",27.8,14.7
"2023-01-01, 00:48:24",12.5,13.3
"2023-01-01, 00:48:27",35.1,11.3
"2023-01-01, 00:48:30",31,16.4
"2023-01-01, 00:48:33",13,14.3
"2023-01-01, 00:48:36",15.6,12
"2023-01-01, 00:48:39",25.8,17.7
"2023-01-01, 00:48:42",16.5,16.4
"2023-01-01, 00:48:45",39.5,5.8
"2023-01-01, 00:48:48",15.9,10.3
"2023-01-01, 00:48:51",21.9,6.9
"2023-01-01, 00:48:54",24.3,5.6
"2023-01-01, 00:48:57",22.9,10.6
"2023-01-01, 00:49:00",28.1,14.3
"2023-01-01, 00:49:03",39.1,7.2
"2023-01-01, 00:49:06",14.8,10
"2023-01-01, 00:49:09",32.3,15.7
"2023-01-01, 00:49:12",40.7,13.7
"2023-01-01, 00:49:15",10.3,15.3
"2023-01-01, 00:49:18",44.5,17
"2023-01-01, 00:49:21",42.6,14.7
"2023-01-01, 00:49:24",33.6,7.2
"2023-01-01, 00:49:27",35.8,5.2
"2023-01-01, 00:49:30",25.7,7.1
"2023-01-01, 00:49:33",26.2,5.9
"2023-01-01, 00:49:36",20.4,11.9
"2023-01-01, 00:49:39",38.1,9.4
"2023-01-01, 00:49:42",42.1,18.5
"2023-01-01, 00:49:45",26.5,13.9
"2023-01-01, 00:49:48",31.7,17.3
"2023-01-01, 00:49:51",36.8,16.3
"2023-01-01, 00:49:54",30.9,7.8
"2023-01-01, 00:49:57",14.4,16.7
"2023-01-01, 00:50:00",43,5.6
"2023-01-01, 00:50:03",41.2,19.1
"2023-01-01, 00:50:06",47.1,19.7
"2023-01-01, 00:50:09",17.7,16.7
"2023-01-01, 00:50:12",35.5,9.7
"2023-01-01, 00:50:15",46.7,15.5
"2023-01-01, 00:50:18",33.8,7.1
"2023-01-01, 00:50:21",12.1,14.8
"2023-01-01, 00:50:24",34,18.4
"2023-01-01, 00:50:27",39.9,17
"2023-01-01, 00:50:30",39,14.3
"2023-01-01, 00:50:33",47,9
"2023-01-01, 00:50:36",13.8,10.7
"2023-01-01, 00:50:39",12.4,5.5
"2023-01-01, 00:50:42",25,16.7
"2023-01-01, 00:50:45",49.9,8.8
"2023-01-01, 00:50:48",26.7,17.2
"2023-01-01, 00:50:51",23.4,19.7
"2023-01-01, 00:50:54",17.7,9.9
"2023-01-01, 00:50:57",35.1,18.8
"2023-01-01, 00:51:00",44.5,14.9
"2023-01-01, 00:51:03",16.4,18.5
"2023-01-01, 00:51:06",20.3,17.2
"2023-01-01, 00:51:09",50,14.7
"2023-01-01, 00:51:12",34.7,10.6
"2023-01-01, 00:51:15",31,12.7
"2023-01-01, 00:51:18",27.4,18.4
"2023-01-01, 00:51:21",47,5.4
"2023-01-01, 00:51:24",32.1,15.5
"2023-01-01, 00:51:27",48.3,7.3
"2023-01-01, 00:51:30",35.3,17.4
"2023-01-01, 00:51:33",28.2,17.9
"2023-01-01, 00:51:36",20.8,15.2
"2023-01-01, 00:51:39",16.8,18.8
"2023-01-01, 00:51:42",29.5,6.2
"2023-01-01, 00:51:45",20.1,17.3
"2023-01-01, 00:51:48",49.5,19
"2023-01-01, 00:51:51",43.2,12.3
"2023-01-01, 00:51:54",15.7,6.4
"2023-01-01, 00:51:57",13.6,15.8
"2023-01-01, 00:52:00",17,19.3
"2023-01-01, 00:52:03",49.5,14.7
"2023-01-01, 00:52:06",19,19.7
"2023-01-01, 00:52:09",19.7,7.4
"2023-01-01, 00:52:12",46.5,14.9
"2023-01-01, 00:52:15",11.3,5.9
"2023-01-01, 00:52:18",18.8,8.7
"2023-01-01, 00:52:21",15.2,5.6
"2023-01-01, 00:52:24",44,16.4
"2023-01-01, 00:52:27",49,13.6
"2023-01-01, 00:52:30",16.1,12.7
"2023-01-01, 00:52:33",15.9,7.7
"2023-01-01, 00:52:36",20,11.6
"2023-01-01, 00:52:39",26.8,17.2
"2023-01-01, 00:52:42",35.2,12.1
"2023-01-01, 00:52:45",42.9,10.4
"2023-01-01, 00:52:48",15.5,7.9
"2023-01-01, 00:52:51",29.1,9.4
"2023-01-01, 00:52:54",29.5,18.6
"2023-01-01, 00:52:57",18.9,9.7
"2023-01-01, 00:53:00",39,18.6
"2023-01-01, 00:53:03",34.3,9.4
"2023-01-01, 00:53:06",44.5,11.8
"2023-01-01, 00:53:09",34.1,16.7
"2023-01-01, 00:53:12",26.5,10.6
"2023-01-01, 00:53:15",38.4,14.4
"2023-01-01, 00:53:18",17.2,11
"2023-01-01, 00:53:21",32.1,16.1
"2023-01-01, 00:53:24",42.5,12.1
"2023-01-01, 00:53:27",42.9,5.7
"2023-01-01, 00:53:30",39.4,9.5
"2023-01-01, 00:53:33",36.5,8.1
"2023-01-01, 00:53:36",29.3,12.3
"2023-01-01, 00:53:39",11.9,16.5
"2023-01-01, 00:53:42",31.5,16.7
"2023-01-01, 00:53:45",29.7,18
"2023-01-01, 00:53:48",44.3,18.1
"2023-01-01, 00:53:51",32.3,17.9
"2023-01-01, 00:53:54",22.6,8.1
"2023-01-01, 00:53:57",41.2,11
"2023-01-01, 00:54:00",37.6,11.7
"2023-01-01, 00:54:03",35.7,10.2
"2023-01-01, 00:54:06",25.3,8.7
"2023-01-01, 00:54:09",17.8,13.7
"2023-01-01, 00:54:12",32.5,7.7
"2023-01-01, 00:54:15",46.7,12
"2023-01-01, 00:54:18",35.8,18.7
"2023-01-01, 00:54:21",48.7,19.6
"2023-01-01, 00:54:24",20.7,9.3
"2023-01-01, 00:54:27",18.3,10.8
"2023-01-01, 00:54:30",22.7,9.3
"2023-01-01, 00:54:33",24.1,13.4
"2023-01-01, 00:54:36",50,16.8
"2023-01-01, 00:54:39",31.7,8.3
"2023-01-01, 00:54:42",23.6,18.8
"2023-01-01, 00:54:45",44.4,19.4
"2023-01-01, 00:54:48",34.5,14.8
"2023-01-01, 00:54:51",45.6,18.1
"2023-01-01, 00:54:54",42.1,14.7
"2023-01-01, 00:54:57",36.1,14.1
"2023-01-01, 00:55:00",49,18.3
"2023-01-01, 00:55:03",32.3,17
"2023-01-01, 00:55:06",48.3,15.1
"2023-01-01, 00:55:09",32.3,12.2
"2023-01-01, 00:55:12",17.6,18.7
"2023-01-01, 00:55:15",24.3,7.7
"2023-01-01, 00:55:18",31.5,17.6
"2023-01-01, 00:55:21",10.9,7
"2023-01-01, 00:55:24",27.1,15.1
"2023-01-01, 00:55:27",43.5,6.3
"2023-01-01, 00:55:30",17.8,5.6
"2023-01-01, 00:55:33",18.7,11.4
"2023-01-01, 00:55:36",22.9,5.8
"2023-01-01, 00:55:39",48.3,18.2
"2023-01-01, 00:55:42",46.6,13
"2023-01-01, 00:55:45",20.1,11.2
"2023-01-01, 00:55:48",26.2,8.5
"2023-01-01, 00:55:51",27.3,5.1
"2023-01-01, 00:55:54",23.1,6.3
"2023-01-01, 00:55:57",13.5,12
"2023-01-01, 00:56:00",47.7,18.3
"2023-01-01, 00:56:03",25,10.6
"2023-01-01, 00:56:06",20.2,15.4
"2023-01-01, 00:56:09",47.7,17.8
"2023-01-01, 00:56:12",29.1,17.8
"2023-01-01, 00:56:15",46.7,5
"2023-01-01, 00:56:18",48.7,19.9
"2023-01-01, 00:56:21",20.6,8.6
"2023-01-01, 00:56:24",41.8,18.7
"2023-01-01, 00:56:27",48.1,8.1
"2023-01-01, 00:56:30",10.4,19.6
"2023-01-01, 00:56:33",25.4,15.4
"2023-01-01, 00:56:36",28.3,11.6
"2023-01-01, 00:56:39",17.4,16.2
"2023-01-01, 00:56:42",45.6,7.8
"2023-01-01, 00:56:45",33.9,14.8
"2023-01-01, 00:56:48",11.3,7.6
"2023-01-01, 00:56:51",14,16.5
"2023-01-01, 00:56:54",48.6,11.2
"2023-01-01, 00:56:57",41.9,8.8
"2023-01-01, 00:57:00",15.5,17.4
"2023-01-01, 00:57:03",27.5,18.1
"2023-01-01, 00:57:06",42,18
"2023-01-01, 00:57:09",21.6,9.5
"2023-01-01, 00:57:12",45.5,5.2
"2023-01-01, 00:57:15",49.2,15.2
"2023-01-01, 00:57:18",11.2,19.4
"2023-01-01, 00:57:21",39.3,12
"2023-01-01, 00:57:24",43.1,9
"2023-01-01, 00:57:27",10.6,18.9
"2023-01-01, 00:57:30",32.1,18.6
"2023-01-01, 00:57:33",34.8,7.9
"2023-01-01, 00:57:36",22.9,10.9
"2023-01-01, 00:57:39",14.1,16.2
"2023-01-01, 00:57:42",45.3,17.5
"2023-01-01, 00:57:45",24.4,11
"2023-01-01, 00:57:48",47.9,14.3
"2023-01-01, 00:57:51",48,5.2
"2023-01-01, 00:57:54",43.6,12.3
"2023-01-01, 00:57:57",18.3,17.3
"2023-01-01, 00:58:00",11.5,8.6
"2023-01-01, 00:58:03",30.4,18.1
"2023-01-01, 00:58:06",24.9,17.3
"2023-01-01, 00:58:09",25.4,15
"2023-01-01, 00:58:12",48.2,8.2
"2023-01-01, 00:58:15",36.9,13
"2023-01-01, 00:58:18",36.1,10.1
"2023-01-01, 00:58:21",13.6,5.5
"2023-01-01, 00:58:24",15.5,15
"2023-01-01, 00:58:27",35,14.1
"2023-01-01, 00:58:30",49.2,6.2
"2023-01-01, 00:58:33",42,9.8
"2023-01-01, 00:58:36",21.5,19.6
"2023-01-01, 00:58:39",22.4,17.8
"2023-01-01, 00:58:42",24.7,6.2
"2023-01-01, 00:58:45",29.5,18.6
"2023-01-01, 00:58:48",23.5,18.4
"2023-01-01, 00:58:51",33.9,16.2
"2023-01-01, 00:58:54",48.9,19.2
"2023-01-01, 00:58:57",30.2,19.5
"2023-01-01, 00:59:00",11.9,5.5
"2023-01-01, 00:59:03",36.5,17.9
"2023-01-01, 00:59:06",11.1,17.7
"2023-01-01, 00:59:09",16.2,17.1
"2023-01-01, 00:59:12",31.4,15.5
"2023-01-01, 00:59:15",46.3,19.3
"2023-01-01, 00:59:18",19.5,19.8
"2023-01-01, 00:59:21",23.6,11.2
"2023-01-01, 00:59:24",11.6,5.2
"2023-01-01, 00:59:27",32,19.7
"2023-01-01, 00:59:30",44.4,16.1
"2023-01-01, 00:59:33",43.7,15.9
"2023-01-01, 00:59:36",30.9,16.2
"2023-01-01, 00:59:39",19.1,7.7
"2023-01-01, 00:59:42",11.5,11.5
"2023-01-01, 00:59:45",49.3,6.8
"2023-01-01, 00:59:48",11.5,8
"2023-01-01, 00:59:51",30.5,19.5
"2023-01-01, 00:59:54",16.7,6.3
"2023-01-01, 00:59:57",48.6,7.7
"2023-01-01, 01:00:00",32.3,12.7
"2023-01-01, 01:00:03",27.4,15.3
"2023-01-01, 01:00:06",48.8,7.8
"2023-01-01, 01:00:09",18.4,15.1
"2023-01-01, 01:00:12",39.1,11.3
"2023-01-01, 01:00:15",37.6,8.5
"2023-01-01, 01:00:18",28.8,7.4
"2023-01-01, 01:00:21",20.8,14.4
"2023-01-01, 01:00:24",35.1,10.8
"2023-01-01, 01:00:27",43,18.9
"2023-01-01, 01:00:30",11.9,6.8
"2023-01-01, 01:00:33",28.1,14.7
"2023-01-01, 01:00:36",31.5,5.3
"2023-01-01, 01:00:39",23.1,10.6
"2023-01-01, 01:00:42",21,7.1
"2023-01-01, 01:00:45",21.8,10.8
"2023-01-01, 01:00:48",12.6,14.3
"2023-01-01, 01:00:51",38.3,9.2
"2023-01-01, 01:00:54",48.6,7.1
"2023-01-01, 01:00:57",34.4,16.8
"2023-01-01, 01:01:00",30.1,14.4
"2023-01-01, 01:01:03",40.9,9.1
"2023-01-01, 01:01:06",38,16.8
"2023-01-01, 01:01:09",36.3,5.8
"2023-01-01, 01:01:12",35.5,8.7
"2023-01-01, 01:01:15",23.4,11
"2023-01-01, 01:01:18",45.5,8.5
"2023-01-01, 01:01:21",20.2,5.9
"2023-01-01, 01:01:24",49.5,7.6
"2023-01-01, 01:01:27",25.2,9.3
"2023-01-01, 01:01:30",24.9,10.1
"2023-01-01, 01:01:33",40.2,14.6
"2023-01-01, 01:01:36",18.8,6.3
"2023-01-01, 01:01:39",12.8,17.5
"2023-01-01, 01:01:42",21.1,17.5
